time,open,high,low,close,volume
2026-01-05 08:30:00,17922.50,17929.75,17922.25,17928.25,1345
2026-01-05 08:31:00,17928.25,17931.00,17911.00,17913.25,412
2026-01-05 08:32:00,17913.25,17914.25,17909.50,17914.00,1102
2026-01-05 08:33:00,17914.00,17938.00,17911.25,17936.25,307
2026-01-05 08:34:00,17936.25,17939.00,17917.75,17926.25,1456
2026-01-05 08:35:00,17926.25,17933.50,17915.75,17916.75,1457
2026-01-05 08:36:00,17916.75,17920.25,17909.50,17914.25,1171
2026-01-05 08:37:00,17914.25,17923.00,17909.25,17918.00,1154
2026-01-05 08:38:00,17918.00,17918.50,17911.50,17915.25,742
2026-01-05 08:39:00,17915.25,17933.75,17914.50,17928.25,1257
2026-01-05 08:40:00,17928.25,17936.50,17926.25,17935.25,1312
2026-01-05 08:41:00,17935.25,17940.50,17917.00,17920.00,810
2026-01-05 08:42:00,17920.00,17933.50,17919.00,17932.50,951
2026-01-05 08:43:00,17932.50,17935.25,17914.50,17916.25,656
2026-01-05 08:44:00,17916.25,17917.50,17909.50,17910.75,599
2026-01-05 08:45:00,17910.75,17927.00,17904.50,17924.75,664
2026-01-05 08:46:00,17924.75,17928.75,17921.75,17923.25,772
2026-01-05 08:47:00,17923.25,17925.50,17902.75,17903.00,1439
2026-01-05 08:48:00,17903.00,17928.50,17893.00,17927.50,946
2026-01-05 08:49:00,17927.50,17929.00,17913.50,17914.25,1162
2026-01-05 08:50:00,17914.25,17925.00,17908.75,17922.50,203
2026-01-05 08:51:00,17922.50,17927.75,17911.50,17912.25,373
2026-01-05 08:52:00,17912.25,17924.50,17908.00,17923.00,608
2026-01-05 08:53:00,17923.00,17929.75,17922.75,17927.50,880
2026-01-05 08:54:00,17927.50,17938.50,17926.75,17934.00,373
2026-01-05 08:55:00,17934.00,17934.25,17912.75,17915.00,460
2026-01-05 08:56:00,17915.00,17930.50,17909.75,17929.50,1452
2026-01-05 08:57:00,17929.50,17934.25,17914.75,17923.75,917
2026-01-05 08:58:00,17923.75,17929.75,17917.25,17926.00,410
2026-01-05 08:59:00,17926.00,17934.25,17922.00,17923.25,1088
2026-01-05 09:00:00,17923.25,17926.25,17922.75,17926.00,635
2026-01-05 09:01:00,17926.00,17926.75,17918.50,17921.00,1401
2026-01-05 09:02:00,17921.00,17925.00,17918.00,17918.75,924
2026-01-05 09:03:00,17918.75,17924.50,17915.50,17920.25,1258
2026-01-05 09:04:00,17920.25,17924.00,17906.00,17910.50,1272
2026-01-05 09:05:00,17910.50,17929.50,17910.00,17922.25,575
2026-01-05 09:06:00,17922.25,17926.25,17913.25,17914.25,1467
2026-01-05 09:07:00,17914.25,17926.00,17909.75,17925.25,867
2026-01-05 09:08:00,17925.25,17929.25,17913.25,17919.50,1347
2026-01-05 09:09:00,17919.50,17926.00,17918.75,17923.75,286
2026-01-05 09:10:00,17923.75,17928.00,17918.00,17923.75,329
2026-01-05 09:11:00,17923.75,17928.50,17917.25,17919.00,1235
2026-01-05 09:12:00,17919.00,17921.25,17918.25,17919.75,1179
2026-01-05 09:13:00,17919.75,17932.75,17919.50,17930.00,1271
2026-01-05 09:14:00,17930.00,17939.25,17929.75,17933.25,614
2026-01-05 09:15:00,17933.25,17934.25,17929.00,17930.75,449
2026-01-05 09:16:00,17930.75,17932.75,17917.25,17919.00,635
2026-01-05 09:17:00,17919.00,17922.00,17912.00,17917.75,516
2026-01-05 09:18:00,17917.75,17933.25,17916.00,17931.25,481
2026-01-05 09:19:00,17931.25,17933.75,17926.25,17926.75,392
2026-01-05 09:20:00,17926.75,17929.25,17911.00,17917.75,530
2026-01-05 09:21:00,17917.75,17926.00,17906.75,17922.75,1027
2026-01-05 09:22:00,17922.75,17924.75,17919.00,17921.50,239
2026-01-05 09:23:00,17921.50,17934.50,17918.00,17932.50,237
2026-01-05 09:24:00,17932.50,17935.50,17915.75,17918.25,431
2026-01-05 09:25:00,17918.25,17944.75,17917.75,17938.50,414
2026-01-05 09:26:00,17938.50,17940.00,17926.00,17928.00,465
2026-01-05 09:27:00,17928.00,17931.00,17915.50,17921.75,729
2026-01-05 09:28:00,17921.75,17924.25,17913.75,17917.75,869
2026-01-05 09:29:00,17917.75,17924.50,17908.75,17911.25,1071
2026-01-05 09:30:00,17911.25,17914.00,17909.25,17911.50,733
2026-01-05 09:31:00,17911.50,17919.75,17896.75,17901.50,336
2026-01-05 09:32:00,17901.50,17904.00,17879.75,17895.00,1055
2026-01-05 09:33:00,17895.00,17898.50,17890.00,17891.75,464
2026-01-05 09:34:00,17891.75,17898.50,17880.00,17896.50,736
2026-01-05 09:35:00,17896.50,17896.75,17894.00,17895.25,824
2026-01-05 09:36:00,17895.25,17903.25,17893.50,17903.00,754
2026-01-05 09:37:00,17903.00,17917.00,17902.75,17917.00,712
2026-01-05 09:38:00,17917.00,17920.25,17913.50,17920.25,1253
2026-01-05 09:39:00,17920.25,17926.75,17919.75,17924.00,417
2026-01-05 09:40:00,17924.00,17926.25,17923.00,17924.75,1005
2026-01-05 09:41:00,17924.75,17929.50,17924.50,17928.50,640
2026-01-05 09:42:00,17928.50,17948.00,17927.50,17948.00,486
2026-01-05 09:43:00,17948.00,17949.00,17937.00,17937.50,311
2026-01-05 09:44:00,17937.50,17953.50,17935.75,17953.50,1082
2026-01-05 09:45:00,17953.50,17958.50,17934.25,17937.25,1236
2026-01-05 09:46:00,17937.25,17939.50,17933.25,17933.50,1140
2026-01-05 09:47:00,17933.50,17934.50,17928.25,17930.50,207
2026-01-05 09:48:00,17930.50,17938.25,17912.50,17916.25,700
2026-01-05 09:49:00,17916.25,17922.25,17905.75,17907.00,646
2026-01-05 09:50:00,17907.00,17907.00,17896.50,17899.00,1229
2026-01-05 09:51:00,17899.00,17913.00,17888.50,17913.00,386
2026-01-05 09:52:00,17913.00,17915.50,17909.75,17911.25,246
2026-01-05 09:53:00,17911.25,17922.25,17903.25,17919.50,373
2026-01-05 09:54:00,17919.50,17923.25,17913.50,17913.50,1421
2026-01-05 09:55:00,17913.50,17920.00,17910.00,17915.75,1212
2026-01-05 09:56:00,17915.75,17954.00,17914.75,17946.25,1250
2026-01-05 09:57:00,17946.25,17953.00,17933.75,17940.75,1235
2026-01-05 09:58:00,17940.75,17962.75,17929.25,17957.00,232
2026-01-05 09:59:00,17957.00,17960.75,17948.00,17955.00,670
2026-01-05 10:00:00,17955.00,17965.25,17945.00,17964.50,971
2026-01-05 10:01:00,17964.50,17968.50,17942.50,17949.00,1485
2026-01-05 10:02:00,17949.00,17987.50,17948.75,17986.75,1135
2026-01-05 10:03:00,17986.75,17991.50,17977.25,17988.50,1230
2026-01-05 10:04:00,17988.50,17992.25,17978.75,17990.50,1170
2026-01-05 10:05:00,17990.50,17990.75,17988.25,17990.75,743
2026-01-05 10:06:00,17990.75,18011.25,17989.75,18001.25,1142
2026-01-05 10:07:00,18001.25,18026.25,18001.00,18020.25,1181
2026-01-05 10:08:00,18020.25,18023.00,18011.00,18019.25,606
2026-01-05 10:09:00,18019.25,18025.50,18017.75,18022.50,720
2026-01-05 10:10:00,18022.50,18030.00,18013.50,18016.00,1187
2026-01-05 10:11:00,18016.00,18031.75,18014.25,18027.50,403
2026-01-05 10:12:00,18027.50,18040.50,18025.75,18032.00,1151
2026-01-05 10:13:00,18032.00,18065.25,18029.75,18055.25,1324
2026-01-05 10:14:00,18055.25,18074.25,18054.25,18058.50,1139
2026-01-05 10:15:00,18058.50,18064.75,18052.25,18055.50,1120
2026-01-05 10:16:00,18055.50,18062.50,18040.25,18042.00,384
2026-01-05 10:17:00,18042.00,18058.00,18037.50,18054.25,936
2026-01-05 10:18:00,18054.25,18072.25,18044.25,18065.75,947
2026-01-05 10:19:00,18065.75,18067.00,18044.75,18054.75,1195
2026-01-05 10:20:00,18054.75,18056.50,18045.25,18052.00,1030
2026-01-05 10:21:00,18052.00,18053.00,18049.50,18052.00,904
2026-01-05 10:22:00,18052.00,18054.75,18050.00,18053.00,892
2026-01-05 10:23:00,18053.00,18063.50,18051.00,18062.25,600
2026-01-05 10:24:00,18062.25,18072.25,18051.00,18052.00,1004
2026-01-05 10:25:00,18052.00,18071.00,18045.75,18063.50,356
2026-01-05 10:26:00,18063.50,18067.50,18050.50,18050.75,408
2026-01-05 10:27:00,18050.75,18065.50,18048.50,18058.75,1500
2026-01-05 10:28:00,18058.75,18063.25,18058.25,18061.75,588
2026-01-05 10:29:00,18061.75,18067.00,18053.50,18065.75,1076
2026-01-05 10:30:00,18065.75,18073.25,18058.50,18067.25,1334
2026-01-05 10:31:00,18067.25,18074.50,18041.25,18043.50,301
2026-01-05 10:32:00,18043.50,18066.00,18041.50,18064.00,786
2026-01-05 10:33:00,18064.00,18074.50,18052.75,18053.75,1326
2026-01-05 10:34:00,18053.75,18066.75,18051.50,18063.00,732
2026-01-05 10:35:00,18063.00,18066.00,18060.25,18062.25,1189
2026-01-05 10:36:00,18062.25,18064.00,18047.75,18049.25,625
2026-01-05 10:37:00,18049.25,18069.75,18049.25,18061.00,1327
2026-01-05 10:38:00,18061.00,18071.25,18054.75,18060.00,485
2026-01-05 10:39:00,18060.00,18063.50,18055.75,18056.75,557
2026-01-05 10:40:00,18056.75,18058.50,18054.75,18055.00,1366
2026-01-05 10:41:00,18055.00,18063.50,18054.00,18063.25,1045
2026-01-05 10:42:00,18063.25,18068.50,18046.25,18047.25,327
2026-01-05 10:43:00,18047.25,18069.50,18047.25,18063.25,937
2026-01-05 10:44:00,18063.25,18067.75,18056.75,18063.75,642
2026-01-05 10:45:00,18063.75,18072.25,18040.00,18045.75,987
2026-01-05 10:46:00,18045.75,18053.25,18036.75,18050.25,244
2026-01-05 10:47:00,18050.25,18056.50,18046.75,18053.00,1169
2026-01-05 10:48:00,18053.00,18067.50,18043.00,18066.50,1281
2026-01-05 10:49:00,18066.50,18074.50,18055.50,18065.75,708
2026-01-05 10:50:00,18065.75,18069.00,18051.25,18058.75,423
2026-01-05 10:51:00,18058.75,18082.25,18056.00,18075.00,1136
2026-01-05 10:52:00,18075.00,18079.25,18067.00,18069.50,1366
2026-01-05 10:53:00,18069.50,18075.50,18054.50,18057.75,822
2026-01-05 10:54:00,18057.75,18070.25,18052.75,18068.75,429
2026-01-05 10:55:00,18068.75,18072.00,18054.00,18056.25,1393
2026-01-05 10:56:00,18056.25,18063.50,18056.25,18060.00,1300
2026-01-05 10:57:00,18060.00,18061.75,18052.50,18057.50,847
2026-01-05 10:58:00,18057.50,18065.25,18044.25,18047.75,705
2026-01-05 10:59:00,18047.75,18063.75,18046.75,18059.00,829
2026-01-05 11:00:00,18059.00,18064.00,18053.75,18063.00,366
2026-01-05 11:01:00,18063.00,18063.25,18043.50,18050.50,958
2026-01-05 11:02:00,18050.50,18059.75,18047.75,18058.50,1011
2026-01-05 11:03:00,18058.50,18068.25,18050.50,18065.50,1233
2026-01-05 11:04:00,18065.50,18069.25,18063.00,18066.75,597
2026-01-05 11:05:00,18066.75,18071.75,18063.50,18071.25,804
2026-01-05 11:06:00,18071.25,18075.50,18059.25,18067.00,1193
2026-01-05 11:07:00,18067.00,18073.25,18044.00,18047.75,1418
2026-01-05 11:08:00,18047.75,18067.25,18044.75,18063.50,490
2026-01-05 11:09:00,18063.50,18086.25,18059.75,18079.75,577
2026-01-05 11:10:00,18079.75,18086.00,18039.50,18045.25,362
2026-01-05 11:11:00,18045.25,18054.00,18043.50,18050.00,579
2026-01-05 11:12:00,18050.00,18058.00,18046.00,18053.25,975
2026-01-05 11:13:00,18053.25,18067.75,18041.50,18060.25,1106
2026-01-05 11:14:00,18060.25,18060.50,18058.25,18059.25,453
2026-01-05 11:15:00,18059.25,18073.75,18056.25,18066.25,978
2026-01-05 11:16:00,18066.25,18073.25,18047.50,18049.75,300
2026-01-05 11:17:00,18049.75,18052.25,18046.75,18051.50,1309
2026-01-05 11:18:00,18051.50,18065.25,18044.75,18063.75,262
2026-01-05 11:19:00,18063.75,18074.50,18061.00,18072.00,1480
2026-01-05 11:20:00,18072.00,18073.50,18057.75,18059.50,326
2026-01-05 11:21:00,18059.50,18060.25,18051.50,18060.00,1440
2026-01-05 11:22:00,18060.00,18063.25,18049.50,18056.00,736
2026-01-05 11:23:00,18056.00,18056.75,18048.75,18056.50,764
2026-01-05 11:24:00,18056.50,18063.75,18048.50,18055.75,333
2026-01-05 11:25:00,18055.75,18059.25,18050.75,18051.25,1173
2026-01-05 11:26:00,18051.25,18063.00,18049.75,18057.75,1080
2026-01-05 11:27:00,18057.75,18058.75,18043.25,18045.75,1216
2026-01-05 11:28:00,18045.75,18073.50,18045.00,18065.50,509
2026-01-05 11:29:00,18065.50,18068.75,18042.25,18045.00,854
2026-01-05 11:30:00,18045.00,18048.25,18040.25,18046.25,1002
2026-01-05 11:31:00,18046.25,18054.50,18042.75,18054.50,332
2026-01-05 11:32:00,18054.50,18059.00,18051.75,18054.50,1073
2026-01-05 11:33:00,18054.50,18069.25,18045.00,18058.75,742
2026-01-05 11:34:00,18058.75,18061.00,18043.50,18056.25,1115
2026-01-05 11:35:00,18056.25,18072.75,18054.00,18071.50,1143
2026-01-05 11:36:00,18071.50,18076.50,18051.25,18051.50,448
2026-01-05 11:37:00,18051.50,18052.25,18040.75,18044.75,772
2026-01-05 11:38:00,18044.75,18055.25,18044.50,18053.25,706
2026-01-05 11:39:00,18053.25,18056.50,18050.00,18055.00,776
2026-01-05 11:40:00,18055.00,18072.50,18052.75,18068.25,703
2026-01-05 11:41:00,18068.25,18071.75,18067.50,18067.50,405
2026-01-05 11:42:00,18067.50,18079.50,18042.25,18046.50,673
2026-01-05 11:43:00,18046.50,18071.75,18037.50,18066.00,282
2026-01-05 11:44:00,18066.00,18068.50,18058.75,18064.75,1394
2026-01-05 11:45:00,18064.75,18065.50,18062.25,18064.00,1249
2026-01-05 11:46:00,18064.00,18070.50,18063.50,18066.50,212
2026-01-05 11:47:00,18066.50,18079.75,18062.50,18074.75,1469
2026-01-05 11:48:00,18074.75,18075.75,18058.75,18059.50,722
2026-01-05 11:49:00,18059.50,18070.50,18057.75,18063.00,616
2026-01-05 11:50:00,18063.00,18075.00,18059.00,18066.75,1471
2026-01-05 11:51:00,18066.75,18068.00,18062.25,18065.25,1215
2026-01-05 11:52:00,18065.25,18065.75,18054.50,18058.25,1326
2026-01-05 11:53:00,18058.25,18069.25,18053.25,18066.00,535
2026-01-05 11:54:00,18066.00,18068.25,18049.00,18056.25,1055
2026-01-05 11:55:00,18056.25,18064.50,18055.00,18060.50,1360
2026-01-05 11:56:00,18060.50,18070.75,18052.25,18067.50,945
2026-01-05 11:57:00,18067.50,18070.50,18059.25,18063.00,1029
2026-01-05 11:58:00,18063.00,18063.50,18057.50,18061.75,385
2026-01-05 11:59:00,18061.75,18070.00,18051.00,18056.75,1143
2026-01-05 12:00:00,18056.75,18064.75,18054.25,18062.25,1012
2026-01-05 12:01:00,18062.25,18068.75,18058.75,18063.00,959
2026-01-05 12:02:00,18063.00,18066.00,18059.75,18061.25,551
2026-01-05 12:03:00,18061.25,18067.75,18060.25,18065.50,1204
2026-01-05 12:04:00,18065.50,18074.00,18060.75,18062.00,289
2026-01-05 12:05:00,18062.00,18067.50,18054.75,18055.50,309
2026-01-05 12:06:00,18055.50,18059.75,18046.50,18053.00,528
2026-01-05 12:07:00,18053.00,18074.50,18045.75,18068.50,1471
2026-01-05 12:08:00,18068.50,18073.75,18047.75,18049.25,646
2026-01-05 12:09:00,18049.25,18068.50,18046.25,18057.50,520
2026-01-05 12:10:00,18057.50,18060.75,18057.25,18059.00,594
2026-01-05 12:11:00,18059.00,18081.00,18057.50,18075.00,278
2026-01-05 12:12:00,18075.00,18078.75,18054.75,18058.75,1484
2026-01-05 12:13:00,18058.75,18069.25,18052.00,18068.00,831
2026-01-05 12:14:00,18068.00,18070.50,18052.25,18055.00,1097
2026-01-05 12:15:00,18055.00,18055.25,18054.75,18055.00,1202
2026-01-05 12:16:00,18055.00,18056.25,18047.50,18054.00,567
2026-01-05 12:17:00,18054.00,18055.75,18048.00,18052.50,337
2026-01-05 12:18:00,18052.50,18072.25,18048.25,18068.50,1244
2026-01-05 12:19:00,18068.50,18069.25,18066.25,18067.25,466
2026-01-05 12:20:00,18067.25,18078.00,18066.25,18074.00,311
2026-01-05 12:21:00,18074.00,18074.25,18043.25,18053.25,478
2026-01-05 12:22:00,18053.25,18066.00,18047.75,18065.75,424
2026-01-05 12:23:00,18065.75,18070.50,18042.00,18054.75,1207
2026-01-05 12:24:00,18054.75,18068.00,18052.75,18059.50,652
2026-01-05 12:25:00,18059.50,18063.50,18049.50,18051.25,716
2026-01-05 12:26:00,18051.25,18081.00,18049.75,18072.25,494
2026-01-05 12:27:00,18072.25,18078.00,18059.75,18077.75,1183
2026-01-05 12:28:00,18077.75,18081.25,18060.50,18064.75,275
2026-01-05 12:29:00,18064.75,18066.25,18058.25,18063.00,769
2026-01-05 12:30:00,18063.00,18072.25,18052.00,18056.00,435
2026-01-05 12:31:00,18056.00,18075.75,18054.50,18075.50,936
2026-01-05 12:32:00,18075.50,18076.50,18064.75,18072.00,414
2026-01-05 12:33:00,18072.00,18072.00,18056.00,18061.75,1007
2026-01-05 12:34:00,18061.75,18067.50,18058.50,18063.00,499
2026-01-05 12:35:00,18063.00,18074.25,18056.75,18069.00,1105
2026-01-05 12:36:00,18069.00,18075.50,18061.25,18065.00,1256
2026-01-05 12:37:00,18065.00,18065.25,18055.00,18062.00,1399
2026-01-05 12:38:00,18062.00,18083.50,18061.25,18079.00,653
2026-01-05 12:39:00,18079.00,18083.00,18045.25,18050.75,1085
2026-01-05 12:40:00,18050.75,18059.50,18045.50,18057.25,1454
2026-01-05 12:41:00,18057.25,18067.25,18056.50,18066.75,205
2026-01-05 12:42:00,18066.75,18068.50,18052.00,18057.75,1046
2026-01-05 12:43:00,18057.75,18068.25,18054.50,18062.50,618
2026-01-05 12:44:00,18062.50,18069.25,18053.75,18054.00,698
2026-01-05 12:45:00,18054.00,18066.75,18049.00,18065.25,330
2026-01-05 12:46:00,18065.25,18072.75,18052.75,18053.75,741
2026-01-05 12:47:00,18053.75,18058.00,18053.50,18056.25,1351
2026-01-05 12:48:00,18056.25,18076.75,18050.50,18072.75,1260
2026-01-05 12:49:00,18072.75,18073.00,18055.75,18059.25,200
2026-01-05 12:50:00,18059.25,18075.50,18056.25,18074.00,319
2026-01-05 12:51:00,18074.00,18076.00,18066.50,18067.75,1454
2026-01-05 12:52:00,18067.75,18071.25,18044.50,18046.50,1445
2026-01-05 12:53:00,18046.50,18073.00,18041.00,18068.75,1050
2026-01-05 12:54:00,18068.75,18071.50,18065.25,18066.50,299
2026-01-05 12:55:00,18066.50,18078.75,18066.25,18071.00,1178
2026-01-05 12:56:00,18071.00,18071.50,18060.25,18064.50,1152
2026-01-05 12:57:00,18064.50,18070.75,18050.50,18054.00,559
2026-01-05 12:58:00,18054.00,18067.75,18053.75,18065.50,887
2026-01-05 12:59:00,18065.50,18075.75,18058.50,18067.25,739
2026-01-05 13:00:00,18067.25,18071.00,18058.75,18063.50,1271
2026-01-05 13:01:00,18063.50,18067.50,18061.50,18062.25,644
2026-01-05 13:02:00,18062.25,18076.25,18057.25,18073.25,615
2026-01-05 13:03:00,18073.25,18087.75,18070.50,18080.50,869
2026-01-05 13:04:00,18080.50,18085.00,18064.25,18068.00,1491
2026-01-05 13:05:00,18068.00,18080.00,18054.25,18060.75,1298
2026-01-05 13:06:00,18060.75,18062.50,18047.25,18050.25,1095
2026-01-05 13:07:00,18050.25,18053.75,18049.25,18050.50,830
2026-01-05 13:08:00,18050.50,18072.00,18045.25,18067.50,551
2026-01-05 13:09:00,18067.50,18068.25,18059.50,18060.25,418
2026-01-05 13:10:00,18060.25,18064.25,18052.75,18062.25,263
2026-01-05 13:11:00,18062.25,18071.00,18060.25,18064.00,1498
2026-01-05 13:12:00,18064.00,18069.00,18055.00,18068.50,944
2026-01-05 13:13:00,18068.50,18074.00,18057.25,18070.25,1293
2026-01-05 13:14:00,18070.25,18071.25,18061.00,18068.25,986
2026-01-05 13:15:00,18068.25,18070.75,18050.75,18052.75,429
2026-01-05 13:16:00,18052.75,18087.50,18046.00,18085.00,379
2026-01-05 13:17:00,18085.00,18088.00,18053.00,18059.00,788
2026-01-05 13:18:00,18059.00,18062.25,18057.25,18061.75,803
2026-01-05 13:19:00,18061.75,18063.75,18050.50,18055.00,242
2026-01-05 13:20:00,18055.00,18064.25,18047.25,18055.25,857
2026-01-05 13:21:00,18055.25,18071.00,18048.75,18070.25,1175
2026-01-05 13:22:00,18070.25,18078.25,18065.50,18073.00,1093
2026-01-05 13:23:00,18073.00,18075.25,18067.75,18068.00,1160
2026-01-05 13:24:00,18068.00,18073.75,18061.75,18063.75,386
2026-01-05 13:25:00,18063.75,18085.50,18062.00,18082.00,1093
2026-01-05 13:26:00,18082.00,18082.00,18071.00,18072.00,208
2026-01-05 13:27:00,18072.00,18073.25,18042.75,18044.50,577
2026-01-05 13:28:00,18044.50,18078.50,18039.00,18077.25,1383
2026-01-05 13:29:00,18077.25,18081.00,18062.75,18064.25,639
2026-01-05 13:30:00,18064.25,18073.50,18058.50,18072.25,365
2026-01-05 13:31:00,18072.25,18097.75,18071.25,18083.25,1349
2026-01-05 13:32:00,18083.25,18089.75,18066.50,18069.50,1008
2026-01-05 13:33:00,18069.50,18079.50,18064.50,18073.25,1064
2026-01-05 13:34:00,18073.25,18074.00,18067.25,18068.50,1316
2026-01-05 13:35:00,18068.50,18077.75,18068.50,18073.00,1491
2026-01-05 13:36:00,18073.00,18078.25,18060.25,18068.00,1439
2026-01-05 13:37:00,18068.00,18070.75,18061.00,18064.50,869
2026-01-05 13:38:00,18064.50,18065.75,18045.50,18051.25,862
2026-01-05 13:39:00,18051.25,18073.00,18046.75,18070.50,726
2026-01-05 13:40:00,18070.50,18071.75,18054.00,18063.75,687
2026-01-05 13:41:00,18063.75,18075.00,18063.50,18071.25,1464
2026-01-05 13:42:00,18071.25,18073.50,18070.00,18070.00,1269
2026-01-05 13:43:00,18070.00,18076.75,18067.25,18074.75,587
2026-01-05 13:44:00,18074.75,18086.75,18063.50,18066.50,408
2026-01-05 13:45:00,18066.50,18068.50,18064.00,18067.50,503
2026-01-05 13:46:00,18067.50,18078.75,18064.50,18071.25,418
2026-01-05 13:47:00,18071.25,18073.25,18060.00,18069.75,1150
2026-01-05 13:48:00,18069.75,18076.75,18067.75,18075.75,1224
2026-01-05 13:49:00,18075.75,18079.75,18055.50,18056.00,245
2026-01-05 13:50:00,18056.00,18079.75,18049.50,18074.75,1080
2026-01-05 13:51:00,18074.75,18077.25,18068.75,18075.50,1062
2026-01-05 13:52:00,18075.50,18081.25,18069.00,18074.75,1395
2026-01-05 13:53:00,18074.75,18079.00,18049.00,18054.75,454
2026-01-05 13:54:00,18054.75,18062.75,18053.25,18061.50,1059
2026-01-05 13:55:00,18061.50,18065.75,18056.75,18065.50,1489
2026-01-05 13:56:00,18065.50,18084.75,18064.50,18077.00,1038
2026-01-05 13:57:00,18077.00,18084.00,18067.75,18068.50,574
2026-01-05 13:58:00,18068.50,18076.75,18059.50,18074.00,417
2026-01-05 13:59:00,18074.00,18079.75,18068.00,18069.50,529
2026-01-05 14:00:00,18069.50,18081.00,18063.00,18064.25,1376
2026-01-05 14:01:00,18064.25,18078.75,18063.50,18075.50,1174
2026-01-05 14:02:00,18075.50,18076.00,18054.50,18057.25,1040
2026-01-05 14:03:00,18057.25,18060.50,18052.00,18060.25,576
2026-01-05 14:04:00,18060.25,18065.25,18048.25,18058.25,928
2026-01-05 14:05:00,18058.25,18087.25,18055.50,18084.75,982
2026-01-05 14:06:00,18084.75,18085.25,18063.50,18067.75,921
2026-01-05 14:07:00,18067.75,18075.00,18066.75,18073.00,821
2026-01-05 14:08:00,18073.00,18084.25,18064.50,18068.00,1002
2026-01-05 14:09:00,18068.00,18070.75,18067.25,18068.00,341
2026-01-05 14:10:00,18068.00,18079.50,18062.00,18073.25,662
2026-01-05 14:11:00,18073.25,18074.25,18068.75,18071.00,1046
2026-01-05 14:12:00,18071.00,18071.75,18060.25,18062.75,1161
2026-01-05 14:13:00,18062.75,18073.75,18055.25,18068.00,747
2026-01-05 14:14:00,18068.00,18075.00,18058.75,18065.75,1186
2026-01-05 14:15:00,18065.75,18075.75,18065.50,18068.00,775
2026-01-05 14:16:00,18068.00,18073.50,18059.75,18062.00,1476
2026-01-05 14:17:00,18062.00,18082.50,18056.75,18077.75,942
2026-01-05 14:18:00,18077.75,18081.00,18072.00,18073.50,1356
2026-01-05 14:19:00,18073.50,18080.50,18067.25,18071.75,487
2026-01-05 14:20:00,18071.75,18072.50,18056.25,18062.50,629
2026-01-05 14:21:00,18062.50,18070.50,18060.50,18064.00,712
2026-01-05 14:22:00,18064.00,18068.00,18059.75,18061.50,1125
2026-01-05 14:23:00,18061.50,18067.25,18059.25,18065.75,1024
2026-01-05 14:24:00,18065.75,18074.00,18060.75,18071.25,385
2026-01-05 14:25:00,18071.25,18076.25,18054.25,18063.00,808
2026-01-05 14:26:00,18063.00,18081.00,18055.25,18074.00,1098
2026-01-05 14:27:00,18074.00,18075.25,18065.50,18067.50,442
2026-01-05 14:28:00,18067.50,18073.00,18064.00,18069.50,319
2026-01-05 14:29:00,18069.50,18087.75,18068.50,18077.25,1206
2026-01-05 14:30:00,18077.25,18080.25,18064.00,18070.25,528
2026-01-05 14:31:00,18070.25,18073.25,18058.00,18062.75,1352
2026-01-05 14:32:00,18062.75,18063.75,18057.75,18063.75,354
2026-01-05 14:33:00,18063.75,18074.25,18059.75,18072.25,258
